,Unnamed: 0.1,Unnamed: 0,rm_restaurant_id,r_onlyname,r_city,r_state,r_score,r_ratings,r_category,r_price_range,r_lat,r_lng,min,max,mean,median,count,state_city,menu_items
21,21,21,28,Sunny  Fines Breakfast Burritos,birmingham,al,,,"mexican, breakfast and brunch, burritos",$,33.5098,-86.85464,3.0,16.78,8.620000000000001,4.78,1,AL/BIRMINGHAM,22
28,28,28,43,Taco Bell,birmingham,al,4.1,91.0,"burritos, fast food, mexican",$,33.4979239,-86.8757924,3.47,29.99,9.37486111111111,6.295,1,AL/BIRMINGHAM,72
46,46,46,68,Los Arcos Mexican Restaurant,birmingham,al,4.3,100.0,"mexican, salads, tacos",$,33.52812,-86.72866,3.29,17.88,9.419379310344826,9.89,1,AL/BIRMINGHAM,145
80,80,80,106,Taqueria La Herradura,birmingham,al,,,"mexican, breakfast and brunch, soup",$,33.5346,-86.84286,3.0,15.0,8.166666666666666,8.0,1,AL/BIRMINGHAM,30
81,81,81,108,Cabo Coastal Grill,birmingham,al,,,"mexican, latin american, new mexican",$$,33.43843,-86.86611,5.0,22.99,11.94875,12.49,1,AL/BIRMINGHAM,72
101,101,101,146,La Paz,birmingham,al,4.7,100.0,"mexican, latin american, new mexican",$$$,33.5032,-86.75708,3.0,69.6,17.19772727272727,16.8,1,AL/BIRMINGHAM,132
103,103,103,151,Urbano Taco Bar,birmingham,al,4.4,21.0,"mexican, latin american, spanish",$$,33.54819,-86.74283,3.0,13.5,7.832222222222222,7.875,1,AL/BIRMINGHAM,18
105,105,105,155,Little Donkey Mexican Restaurant  Homewood,birmingham,al,4.7,96.0,"mexican, latin american, comfort food",$,33.48294,-86.79133,3.0,45.6,14.657142857142858,11.85,1,AL/BIRMINGHAM,98
115,115,115,174,Crawdaddys,birmingham,al,,,"mexican, latin american, new mexican",$$,33.592864772769964,-86.95821521368951,4.75,10.99,6.91,4.99,1,AL/BIRMINGHAM,3
159,159,159,253,Taco Bell,birmingham,al,4.0,26.0,"burritos, fast food, mexican",$,33.557972,-86.8897092,3.47,29.99,9.311466666666666,6.59,1,AL/BIRMINGHAM,75
201,201,201,394,Amigos Mexican Grill,birmingham,al,,,"mexican, latin american, new mexican",$$,33.3807629,-86.7993697,3.0,13.5,7.371666666666667,7.5,1,AL/BIRMINGHAM,30
203,203,203,403,Hacienda Mexican Grill,birmingham,al,4.3,14.0,"mexican, comfort food, latin american",$,33.38486,-86.7366,3.25,21.99,11.239099099099098,12.5,1,AL/BIRMINGHAM,111
208,208,208,410,Little Donkey Mexican Restaurant  Greystone,birmingham,al,4.6,27.0,"mexican, latin american, comfort food",$,33.41942,-86.67403,3.0,45.6,14.399895833333334,9.3,1,AL/BIRMINGHAM,96
218,218,218,471,La Brisa Mexican Restaurant,birmingham,al,4.6,19.0,"mexican, new mexican, vegetarian friendly",$$,33.35299,-86.86385,3.25,17.95,9.403947368421052,9.95,1,AL/BIRMINGHAM,114
225,225,225,901,Moes Southwest Grill,birmingham,al,4.6,28.0,"fast food, mexican",$,33.411,-86.67116,3.49,44.99,14.336153846153849,3.49,1,AL/BIRMINGHAM,13
234,234,234,1753,Mexican Village Restaurant,milwaukee,wi,,,"mexican, latin american, new mexican",$,42.9865559,-88.0280432,5.0,25.0,11.62162162162162,10.0,1,WI/MILWAUKEE,37
236,236,236,1779,Zebbs Restaurant,milwaukee,wi,4.8,65.0,"burgers, american, sandwiches, seafood, italian, pasta, chicken, fried foods, stir fried, breakfast and brunch, greek, mexican, salads, bbq",$$,42.9807,-87.94913,3.0,25.25,13.166642857142856,14.5,1,WI/MILWAUKEE,140
242,242,242,1876,Taqueria El Paso,milwaukee,wi,,,"mexican, latin american, new mexican, exclusive to eats",$,43.0258495,-87.9114744,4.0,12.0,7.142857142857143,6.0,1,WI/MILWAUKEE,7
243,243,243,1877,Villanas Restaurant and Bar,milwaukee,wi,,,"mexican, new mexican, comfort food",$,43.003368,-87.952002,3.6,19.5,11.208,10.39,1,WI/MILWAUKEE,25
251,251,251,1887,El Jalapeo,milwaukee,wi,,,"mexican, latin american, new mexican",$,43.0228533,-87.9397699,3.25,3.25,3.25,3.25,1,WI/MILWAUKEE,1
259,259,259,1899,GrayJett Cafe,milwaukee,wi,,,"mexican, tacos, comfort food",$$,43.0831,-87.96817,5.0,18.0,11.583333333333334,11.0,1,WI/MILWAUKEE,24
283,283,283,1936,HuevoRito,milwaukee,wi,4.8,14.0,"mexican, burritos, breakfast and brunch",$,43.0761,-87.95806,3.0,30.0,8.3125,7.0,1,WI/MILWAUKEE,16
303,303,303,1965,Los Paisa Mexican Restaurant,milwaukee,wi,,,"mexican, salads, breakfast and brunch, healthy",$$,43.1770076,-87.9150859,3.99,17.0,10.252272727272729,10.25,1,WI/MILWAUKEE,66
310,310,310,1976,Little CancunBayview,milwaukee,wi,,,"mexican, new mexican",$$,42.98862,-87.87805,3.0,15.0,9.884285714285712,11.0,1,WI/MILWAUKEE,35
349,349,349,2033,El Rincn Catracho Restaurant,milwaukee,wi,,,"mexican, latin american, new mexican",$,43.0200096,-87.929459,3.5,15.5,8.629122807017545,8.5,1,WI/MILWAUKEE,57
350,350,350,2034,Doa Judys,milwaukee,wi,,,"mexican, latin american, new mexican",$,43.08229,-87.905,3.0,8.0,5.444444444444445,5.0,1,WI/MILWAUKEE,9
359,359,359,2046,Mr Taco,milwaukee,wi,,,"mexican, latin american, new mexican, exclusive to eats",$,43.0463694,-87.9109819,3.0,12.0,5.966666666666667,5.0,1,WI/MILWAUKEE,15
365,365,365,2055,Tres Hermanos Mexican Food Restaurant,milwaukee,wi,,,"mexican, latin american, new mexican",$,43.002992,-87.9296511,3.25,14.99,9.918,9.99,1,WI/MILWAUKEE,30
367,367,367,2057,Los Gemelos Tacos,milwaukee,wi,,,"mexican, latin american, new mexican",$$,43.012432,-87.925859,3.0,12.0,9.5,9.0,1,WI/MILWAUKEE,16
368,368,368,2059,Fiesta Cafe,milwaukee,wi,,,"mexican, latin american, new mexican",$,43.01668,-87.9116,4.72,29.49,15.444628099173553,15.34,1,WI/MILWAUKEE,121
372,372,372,2064,El Rey,milwaukee,wi,4.9,17.0,"mexican, healthy, latin american",$,43.0219111,-87.9325903,3.19,6.99,4.9471428571428575,4.99,1,WI/MILWAUKEE,14
375,375,375,2067,Jc Kings Tortas,milwaukee,wi,,,"mexican, latin american, new mexican",$$,42.98753,-87.92859,3.0,17.5,8.86376811594203,9.25,1,WI/MILWAUKEE,69
380,380,380,2072,Cafe Corazon Bay View,milwaukee,wi,4.8,61.0,"mexican, latin american, new mexican",$$,43.0012152,-87.9024982,3.0,35.0,11.8375,12.0,1,WI/MILWAUKEE,40
383,383,383,2075,Taco Barrio,milwaukee,wi,4.7,32.0,"mexican, latin american, new mexican",$$,43.01668,-87.9116,4.13,11.8,9.538333333333334,9.735,1,WI/MILWAUKEE,18
384,384,384,2076,Orenda Cafe,milwaukee,wi,4.6,57.0,"american, sandwiches, breakfast and brunch, mexican, burgers, burgers, salads, salads",$$,43.0219,-87.95826,3.0,18.0,9.41158536585366,10.0,1,WI/MILWAUKEE,82
386,386,386,2078,El Tucanazo Taqueria And Seafood,milwaukee,wi,4.5,131.0,"mexican, latin american, american, tex mex",$,42.985157,-87.92915,3.0,45.0,12.382352941176473,12.0,1,WI/MILWAUKEE,119
393,393,393,2090,Lazos Taco Shack,milwaukee,wi,4.6,140.0,"mexican, latin american, new mexican",$,43.0384,-87.92059,3.0,58.99,12.3925,11.47,1,WI/MILWAUKEE,40
410,410,410,2115,Fiesta Garibaldi,milwaukee,wi,,,"mexican, latin american, seafood",$,43.00259,-87.92193,9.43,70.8,23.68243478260869,23.59,1,WI/MILWAUKEE,115
413,413,413,2118,Chicken Palace,milwaukee,wi,4.2,16.0,"mexican, latin american, new mexican",$,43.02128,-87.95732,3.54,56.64,13.567735849056604,8.48,1,WI/MILWAUKEE,53
415,415,415,2123,El Tlaxcalteca,milwaukee,wi,4.8,13.0,"mexican, latin american, new mexican",$$,43.01028,-87.92827,3.5,26.0,11.136060606060608,11.5,1,WI/MILWAUKEE,33
418,418,418,2130,El Tenampa Mexican Grill,milwaukee,wi,4.3,83.0,"mexican, tacos, breakfast and brunch",$,43.175256,-88.0437797,3.0,22.75,11.972966101694915,12.725,1,WI/MILWAUKEE,118
428,428,428,2151,Taco Stop MKE,milwaukee,wi,4.5,80.0,"mexican, burritos, tacos",$,43.05309,-87.89285,3.0,12.99,7.416022727272727,8.370000000000001,1,WI/MILWAUKEE,88
434,434,434,2159,Maras Grill,milwaukee,wi,4.8,18.0,"mexican, latin american, new mexican",$,43.08163,-88.0178,3.0,12.0,9.092647058823529,9.75,1,WI/MILWAUKEE,34
435,435,435,2160,Los Comales  Milwaukee WI,milwaukee,wi,4.7,57.0,"mexican, latin american, new mexican",$,43.0178697,-87.9327959,3.25,53.29,10.2102,9.09,1,WI/MILWAUKEE,50
441,441,441,2172,Taco Mikes,milwaukee,wi,4.5,28.0,"mexican, latin american, new mexican",$,43.0430709,-87.9148185,3.6,30.0,9.16279069767442,5.0,1,WI/MILWAUKEE,43
457,457,457,2192,Mazorca,milwaukee,wi,,,"mexican, latin american, new mexican",$,43.02446,-87.91779,3.0,14.0,7.9,5.0,1,WI/MILWAUKEE,20
458,458,458,2193,Mangos Cafe,milwaukee,wi,4.6,39.0,"mexican, sandwich, wings, latin american",$,43.05274,-87.90304,3.0,15.95,7.441346153846154,4.95,1,WI/MILWAUKEE,52
463,463,463,2202,Judys On North,milwaukee,wi,4.5,133.0,"mexican, latin american, new mexican",$,43.059936,-87.883388,3.45,18.75,11.535,11.875,1,WI/MILWAUKEE,70
511,511,511,2277,Botanas II Mexican Restaurant,milwaukee,wi,4.6,200.0,"mexican, tacos, vegetarian friendly",$$,42.9735218,-87.8910658,3.0,20.95,11.994642857142855,12.95,1,WI/MILWAUKEE,84
512,512,512,2278,Chipotle Mexican Grill,milwaukee,wi,4.7,200.0,"healthy, mexican, group friendly",$,43.0483526,-87.9045226,3.1,15.65,7.515000000000001,6.300000000000001,1,WI/MILWAUKEE,40
514,514,514,2280,Taqueria La Esperanza,milwaukee,wi,4.7,200.0,"mexican, breakfast and brunch, seafood, burgers, sandwiches, group friendly",$,43.0125748,-87.9391196,3.0,42.0,11.2148031496063,10.99,1,WI/MILWAUKEE,127
519,519,519,2286,Jaliscos Mexican Restaurant,milwaukee,wi,4.5,200.0,"mexican, seafood, burritos, group friendly",$$$,43.02042,-87.93342,3.2,26.99,14.25170731707317,15.95,1,WI/MILWAUKEE,82
524,524,524,2291,Belair Cantina,milwaukee,wi,4.6,72.0,"mexican, vegetarian friendly, kids friendly, family meals",$,43.0665913,-87.878329,3.0,96.0,17.951129032258066,9.98,1,WI/MILWAUKEE,62
526,526,526,2293,Qdoba Mexican Eats,milwaukee,wi,4.6,184.0,"mexican, bowls, salads, group friendly",$,43.0531555,-87.8939434,3.6,13.15,8.05,6.65,1,WI/MILWAUKEE,32
530,530,530,2297,Cafe Corazon Riverwest,milwaukee,wi,4.6,102.0,"mexican, vegan friendly, vegetarian friendly",$$,43.07549,-87.90045,3.0,35.0,11.533783783783784,12.0,1,WI/MILWAUKEE,37
542,542,542,2314,Chuchos Red Tacos,milwaukee,wi,,,"mexican, new mexican",$,42.9629385,-87.9201814,3.75,5.63,4.586666666666667,4.38,1,WI/MILWAUKEE,3
564,564,564,2349,Volovanes Delicias,milwaukee,wi,,,"mexican, drinks, tamale, pastry",$,43.00283,-87.94796,3.0,38.0,8.956521739130435,3.25,1,WI/MILWAUKEE,23
566,566,566,2353,Neveria la Flor de Mayo,milwaukee,wi,,,"new mexican, mexican, desserts",$$,43.0027223,-87.9263176,3.0,8.5,4.651315789473684,5.0,1,WI/MILWAUKEE,38
577,577,577,2377,Michos,milwaukee,wi,,,"mexican, latin american, tacos",$,43.04487,-87.92364,3.0,140.0,14.870967741935484,3.5,1,WI/MILWAUKEE,31
578,578,578,2378,Chicken Palace,milwaukee,wi,,,"mexican, chicken, sandwich",$,43.00678,-87.93755,3.54,53.81,12.04942307692308,9.9,1,WI/MILWAUKEE,52
580,580,580,2381,Lonchera El Tapatio,milwaukee,wi,4.5,46.0,"mexican, burritos, tacos",$,43.02186,-87.94707,3.25,63.0,10.18529411764706,7.99,1,WI/MILWAUKEE,17
581,581,581,2382,La Mesa,milwaukee,wi,3.9,43.0,"american, mexican, desserts",$,43.05978,-87.8878097,3.25,20.99,8.954315789473684,7.29,1,WI/MILWAUKEE,95
592,592,592,2396,Taco Bell,milwaukee,wi,4.3,165.0,"burritos, fast food, mexican",$,42.9844752,-87.947962,3.11,25.0,9.024383561643836,6.59,1,WI/MILWAUKEE,73
597,597,597,2402,La Mesa,milwaukee,wi,,,"mexican, desserts, family meals",$,43.0249,-87.91178,7.99,38.99,17.728823529411763,14.95,1,WI/MILWAUKEE,17
600,600,600,2406,Taco Bell,milwaukee,wi,4.0,168.0,"burritos, fast food, mexican",$,43.0967903,-87.9856438,3.0,28.19,9.26320987654321,6.23,1,WI/MILWAUKEE,81
609,609,609,2475,Marco Pollo,milwaukee,wi,,,"mexican, latin american, new mexican",$$,43.04487,-87.92364,4.0,12.0,10.928571428571429,12.0,1,WI/MILWAUKEE,14
617,617,617,2496,Qdoba Mexican Eats,milwaukee,wi,4.6,200.0,"mexican, bowls, salads",$,43.0404469,-87.9331802,3.6,13.15,8.345161290322581,8.3,1,WI/MILWAUKEE,31
619,619,619,2499,Belair Cantina,milwaukee,wi,4.6,157.0,"mexican, vegetarian friendly, kids friendly, family meals",$,43.056382,-87.8981917,3.0,96.0,19.104736842105265,10.75,1,WI/MILWAUKEE,57
625,625,625,2507,Chipotle Mexican Grill,milwaukee,wi,4.5,97.0,"healthy, mexican",$,42.9861953,-87.9477999,3.15,16.0,7.621250000000001,6.3,1,WI/MILWAUKEE,40
626,626,626,2509,Qdoba Mexican Eats,milwaukee,wi,4.7,103.0,"mexican, bowls, salads",$,43.0184224,-87.9672537,3.6,13.15,8.13125,6.65,1,WI/MILWAUKEE,32
629,629,629,2517,El Tsunami,milwaukee,wi,,,"mexican, seafood, comfort food",$$,42.95964,-87.91067,3.0,40.0,14.484266666666668,14.95,1,WI/MILWAUKEE,150
644,644,644,2557,El Salvador Restaurant,milwaukee,wi,,,"latin american, mexican, vegetarian",$$,43.00236,-87.91853,4.0,11.99,8.355142857142857,8.99,1,WI/MILWAUKEE,35
647,647,647,2564,Buenavista Banquets and Restaurant,milwaukee,wi,,,"mexican, latin american, new mexican",$$,42.98809,-88.00651,3.0,35.0,10.793260869565218,10.5,1,WI/MILWAUKEE,46
651,651,651,2568,Taqueria La Vecindad,milwaukee,wi,,,"mexican, latin american, new mexican",$$,42.98779,-87.98656,4.0,8.0,6.230769230769231,7.0,1,WI/MILWAUKEE,39
652,652,652,2569,Cielito Lindo,milwaukee,wi,,,"mexican, latin american, new mexican",$$,43.02340018528469,-87.91290883950795,3.0,17.99,11.357924528301888,12.49,1,WI/MILWAUKEE,53
653,653,653,2570,Guadalajara Restaurant Mexican Food,milwaukee,wi,,,"mexican, latin american, new mexican",$$,43.022,-87.92415,3.0,16.95,10.683720930232557,11.95,1,WI/MILWAUKEE,43
658,658,658,2576,Caliente Latin Kitchen  Rum Bar,milwaukee,wi,,,"latin american, mexican, vegetarian",$$,43.03702,-87.97809,3.0,30.0,11.588235294117649,11.0,1,WI/MILWAUKEE,17
682,682,682,2637,Chuchos Red Tacos,milwaukee,wi,4.7,61.0,"mexican, latin american, new mexican",$,42.96269,-87.91994,3.75,5.63,4.69,4.69,1,WI/MILWAUKEE,2
683,683,683,2638,Cinco de Mayo Fiesta,milwaukee,wi,4.5,39.0,mexican,$$,42.9813,-88.01816,3.0,50.0,12.245263157894737,9.95,1,WI/MILWAUKEE,171
693,693,693,2658,Taco Bell,milwaukee,wi,4.0,82.0,"burritos, fast food, mexican",$,42.9861183,-88.0081363,3.0,27.11,9.028395061728396,6.23,1,WI/MILWAUKEE,81
700,700,700,2677,Qdoba Mexican Eats,milwaukee,wi,4.7,86.0,"mexican, bowls, salads",$,43.0503957,-88.0079073,3.6,13.15,8.689285714285715,10.775,1,WI/MILWAUKEE,28
727,727,727,2845,Taco Bell,milwaukee,wi,4.0,124.0,"burritos, fast food, mexican",$,43.0609131,-87.983832,3.0,28.19,9.224756097560975,6.41,1,WI/MILWAUKEE,82
732,732,732,2857,Taco Bell,milwaukee,wi,3.6,68.0,"burritos, fast food, mexican",$,43.0930199,-88.0075436,3.0,27.11,9.065822784810129,6.23,1,WI/MILWAUKEE,79
741,988,988,3543,Taco Bell,milwaukee,wi,4.3,102.0,"burritos, fast food, mexican",$,43.116462,-88.056244,3.11,28.19,9.617333333333333,6.59,1,WI/MILWAUKEE,75
744,1010,1010,3939,Qdoba Mexican Eats,milwaukee,wi,4.7,110.0,"mexican, bowls, salads",$,42.958952,-87.9202341,3.6,13.15,8.084375,6.65,1,WI/MILWAUKEE,32
752,1018,1018,3967,Taco Bell,milwaukee,wi,4.5,106.0,"burritos, fast food, mexican",$,42.9596261,-87.9144967,3.11,28.19,8.944415584415585,6.0,1,WI/MILWAUKEE,77
756,1022,1022,4162,Restaurante La Salsa,milwaukee,wi,,,"mexican, latin american, new mexican",$$,42.98805,-87.90876,3.95,37.5,11.726404494382024,11.95,1,WI/MILWAUKEE,89
771,1037,1037,4198,Qdoba Mexican Eats,milwaukee,wi,4.6,199.0,"mexican, bowls, salads",$,43.0748,-87.8882271,3.6,13.15,8.807142857142857,10.95,1,WI/MILWAUKEE,28
772,1038,1038,4199,Taco Bell,milwaukee,wi,4.2,45.0,"burritos, fast food, mexican",$,43.1794572,-88.010273,3.11,28.19,9.62418918918919,6.65,1,WI/MILWAUKEE,74
776,1084,1084,4778,Taco Bell,milwaukee,wi,4.3,200.0,"burritos, fast food, mexican",$,43.0389556,-87.940917,3.0,27.11,8.990823529411765,6.23,1,WI/MILWAUKEE,85
789,1097,1097,4791,Taco Bell,milwaukee,wi,4.3,55.0,"burritos, fast food, mexican",$,42.983833,-87.91395,3.0,27.11,9.20474358974359,6.23,1,WI/MILWAUKEE,78
794,1102,1102,4796,La Casa Mexicana,milwaukee,wi,,,"mexican, latin american, new mexican",$$,43.05957,-87.88793,4.29,14.49,9.007021276595744,9.29,1,WI/MILWAUKEE,47
796,1104,1104,4798,La Casa Mexicana,milwaukee,wi,,,"mexican, latin american, new mexican",$$,43.02512,-87.91132,4.29,14.49,9.170769230769231,9.49,1,WI/MILWAUKEE,52
798,1106,1106,4800,The Laughing Taco,milwaukee,wi,,,"mexican, latin american, new mexican",$$,43.02051,-87.91143,4.0,5.0,4.5,4.75,1,WI/MILWAUKEE,10
804,1112,1112,4806,Margarita Paradise,milwaukee,wi,,,"mexican, latin american, new mexican",$$,43.03524,-87.9081,3.5,10.95,7.542424242424242,8.95,1,WI/MILWAUKEE,33
831,1174,1174,5269,Taco Bell,milwaukee,wi,4.2,101.0,"burritos, fast food, mexican",$,42.93133,-87.94873,3.0,27.11,9.16716049382716,6.23,1,WI/MILWAUKEE,81
832,1175,1175,5270,Romines High Pockets,milwaukee,wi,,,"mexican, latin american, new mexican",$$,42.93348,-87.95145,3.0,14.99,9.362580645161293,9.99,1,WI/MILWAUKEE,31
854,2255,2255,10042,Cha Cha Cha,portland,or,4.4,16.0,"mexican, latin american, new mexican",$$,45.57315,-122.55835,3.5,19.0,12.085,13.0,1,OR/PORTLAND,46
868,2745,2745,10954,Salvi PDX,portland,or,,,"latin american, mexican, vegetarian",$,45.52271,-122.60398,4.5,55.0,13.72222222222222,7.5,1,OR/PORTLAND,9
886,2766,2766,10977,Fernandos Alegria,portland,or,,,"mexican, burritos, chicken",$$,45.52277160736754,-122.67891481518744,13.0,13.0,13.0,13.0,1,OR/PORTLAND,13
888,2768,2768,10979,Birrieria Los  Hermanos,portland,or,,,"mexican, tacos, comfort food",$$,45.518719,-122.465362,3.5,14.0,9.8125,13.0,1,OR/PORTLAND,16
891,2771,2771,10984,Baja Fresh,portland,or,4.7,48.0,"mexican, fast food, family meals",$,45.518143,-122.560036,3.39,14.39,7.843333333333334,7.49,1,OR/PORTLAND,30
920,2813,2813,11027,Don Pedro Mexican Restaurant,portland,or,4.5,200.0,"mexican, burritos, tacos, quesadillas",$$,45.5194203,-122.4690249,3.25,21.0,13.004545454545456,12.99,1,OR/PORTLAND,99
1012,2920,2920,11146,Casa Maya a Taqueria  Cantina,portland,or,4.6,52.0,"mexican, new mexican",$,45.582924,-122.687065,3.0,13.75,7.342783505154639,7.0,1,OR/PORTLAND,97
1018,2927,2927,11154,El Toro Burritos  SE Martin Luther King Jr Blvd,portland,or,,,"mexican, tex mex, latin american",$$,45.51962,-122.66143,5.25,17.5,14.24939393939394,17.5,1,OR/PORTLAND,33
1051,2967,2967,11198,Ixtapa Family Mexican Restaurant,portland,or,,,"mexican, latin american, new mexican",$$$,45.49199,-122.48831,3.0,100.0,17.83925,18.0,1,OR/PORTLAND,160
1070,2987,2987,11220,Antojitos Mexicanos,portland,or,4.7,58.0,mexican,$,45.5578067,-122.5439845,3.0,14.24,9.544,10.49,1,OR/PORTLAND,45
1081,3001,3001,11234,La Cocina Restaurant,portland,or,4.8,150.0,"black-owned, mexican",$,45.55083,-122.66709,3.0,19.5,10.886904761904765,11.25,1,OR/PORTLAND,84
1107,3035,3035,11271,Taqueria Queretaro,portland,or,,,"mexican, latin american, new mexican",$,45.55348,-122.51892,5.0,15.0,11.3,11.0,1,OR/PORTLAND,20
1108,3036,3036,11272,Fernandos Alegria,portland,or,,,"mexican, latin american, new mexican",$$,45.48594,-122.58835,13.0,13.0,13.0,13.0,1,OR/PORTLAND,13
1110,3038,3038,11274,La Tia Juana Taqueria,portland,or,4.4,64.0,"mexican, latin american, new mexican",$,45.5209,-122.47292,3.1,13.5,8.533157894736842,8.5,1,OR/PORTLAND,19
1116,3044,3044,11281,Mi Pueblo Mexican Restaurante,portland,or,,,"mexican, latin american, new mexican",$,45.44676,-122.57999,3.0,27.0,15.574074074074074,17.0,1,OR/PORTLAND,135
1117,3045,3045,11282,Cha Cha Cha,portland,or,,,"mexican, latin american, new mexican",$$,45.501261801763526,-122.67167189030688,3.5,75.0,13.039473684210526,9.5,1,OR/PORTLAND,38
1123,3052,3052,11289,El Nutri Taco,portland,or,5.0,73.0,"mexican, vegan, vegetarian",$,45.55891,-122.64328,3.0,12.0,7.842592592592593,8.5,1,OR/PORTLAND,27
